country,orderId,consumerId,orderDateTime,totalAmount,totalQuantity
Kyrgyz Republic,oaa16a8c-b806-49c6-a471-3ddba9a6ee8e,cff65808-f909-4418-b8b5-0efe7e85a8c2,2016-06-28 14:32:30,12859,1258
Kyrgyz Republic,o18f2c4f-d9f8-4900-acd0-00074b5065a0,cff65808-f909-4418-b8b5-0efe7e85a8c2,2020-11-30 21:16:14,9408,177
Finland,o2f215c6-bc1d-4b4e-8af1-a67789f699a3,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2020-04-21 07:04:36,18276,1945
Finland,o0d46aee-bb9b-4310-b13c-9bbf512c2e6f,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2021-05-25 17:58:33,2627,326
Finland,o1ece319-e4c7-4727-a507-deb899f73cf7,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2018-08-16 17:46:53,18543,201
Finland,ob30ce82-44b8-48ab-b08c-c613e3383d19,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2017-11-26 09:43:57,15600,93
Finland,ob8b6989-2d5e-4500-bc88-9710037a2e9b,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2020-12-03 01:02:55,14940,409
Finland,o885f091-222f-47d7-99dd-d1dfaf929e0e,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2017-07-27 10:40:26,17725,1108
Finland,o1158fd8-8303-44d6-8dd4-05651a84259e,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2018-08-17 21:38:11,8656,146
Finland,ofa47640-8bf6-4bbb-a20a-8532b2fab77c,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2016-07-02 18:13:41,12693,981
Finland,ode5a3f3-8cf2-4c2f-a2d9-fdf5f8e1acb5,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2020-09-21 02:34:22,16491,555
Finland,o721d39e-e8a4-4ff4-a7c2-1b8ebd8c6607,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2018-06-26 10:42:38,7460,728
Finland,of36541b-3ac4-4090-af7c-939d1a8ec9c4,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2020-02-12 16:32:27,13788,652
Finland,of87fc29-3753-4f7e-a340-9a77a839d8e3,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2019-09-13 21:18:37,9878,251
Finland,o9ee3671-ebfc-4df9-8616-080cdfe0e6de,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2023-03-31 20:03:00,1367,477
Finland,ob384e6d-25d0-447c-8406-180de365c31a,c32e2a5f-323f-4533-9ecd-a677ba8405bd,2021-08-18 16:02:30,19703,1969
Poland,o55318fe-3148-448d-9b86-c868a8411d11,c008e598-9104-4cca-b836-405512d0e4d8,2021-11-07 00:11:27,10926,421
Poland,obf1de30-99ff-43d0-8f90-f6ba04e23abd,c008e598-9104-4cca-b836-405512d0e4d8,2019-03-05 23:47:22,3188,768
Poland,o8e99760-3d62-4f70-bb1c-881b6a0cf891,c008e598-9104-4cca-b836-405512d0e4d8,2019-04-28 06:03:35,8457,1910
Poland,o00dac7c-efd7-4332-b69f-8404b05cffc0,c008e598-9104-4cca-b836-405512d0e4d8,2020-08-11 14:01:58,15571,1104
Poland,o2b8a872-b295-47c2-952a-544aba727cd9,c008e598-9104-4cca-b836-405512d0e4d8,2016-05-03 00:04:03,17394,1859
Poland,o3cc8670-ab07-4f28-bcc3-0a74a412b0bf,c008e598-9104-4cca-b836-405512d0e4d8,2017-10-19 21:00:18,8249,1053
Poland,of6c38f4-54ca-426a-878a-8c45f0111a4d,c008e598-9104-4cca-b836-405512d0e4d8,2020-10-14 02:13:28,16738,465
Poland,of0ef785-1765-4243-89d6-91b837381745,c008e598-9104-4cca-b836-405512d0e4d8,2021-06-30 21:17:31,5382,1769
Poland,oeae9d8e-1352-4a82-b353-0d968f28556c,c008e598-9104-4cca-b836-405512d0e4d8,2016-10-09 17:37:54,1391,1456
Poland,ob7ee93f-8dac-4615-84cd-82d3fda0df57,c008e598-9104-4cca-b836-405512d0e4d8,2020-04-07 21:51:22,7476,756
Poland,oc2283fd-bfc9-4562-948f-773fb8250184,c008e598-9104-4cca-b836-405512d0e4d8,2020-11-01 00:32:51,13912,1524
Poland,o9b85172-48f1-4796-afe5-6ec426d6d16a,c008e598-9104-4cca-b836-405512d0e4d8,2021-09-14 19:59:04,10724,1405
Poland,oea4c39d-ce24-4ce0-a49f-1385ba59e066,c008e598-9104-4cca-b836-405512d0e4d8,2016-06-03 21:29:41,7217,1836
Poland,od97975e-892c-45e9-814b-dce68149fbb9,c008e598-9104-4cca-b836-405512d0e4d8,2016-06-24 21:01:37,3189,1866
Poland,o149b556-1739-4aa1-beb7-19d94e2194da,c008e598-9104-4cca-b836-405512d0e4d8,2019-12-26 11:29:06,15703,61
Poland,o9475cae-2b82-4b56-be2c-9972e0a32179,c008e598-9104-4cca-b836-405512d0e4d8,2023-11-16 03:18:52,13274,1166
Poland,o6f65690-dffa-4c93-8b31-5b91893b0f98,c008e598-9104-4cca-b836-405512d0e4d8,2023-10-26 09:19:53,18212,255
Poland,ob734bdf-7de3-404d-bc44-9ca5451e79ac,c008e598-9104-4cca-b836-405512d0e4d8,2023-04-04 05:33:19,2815,523
Poland,o12e8570-abf4-4c27-a9e6-2bcb84d833df,c008e598-9104-4cca-b836-405512d0e4d8,2021-07-28 11:17:46,17217,124
Poland,o1786016-86aa-4156-96e5-151a981663fd,c008e598-9104-4cca-b836-405512d0e4d8,2019-06-24 08:47:35,6264,789
Poland,o9335f5a-3fd6-4a78-825f-d6ea3a03c22a,c008e598-9104-4cca-b836-405512d0e4d8,2020-09-13 08:01:26,15231,1309
Poland,o64a8fc1-b3d8-4dbe-9bc8-1ae2234bcd25,c008e598-9104-4cca-b836-405512d0e4d8,2019-09-03 01:36:57,5331,1918
Poland,o4d147bd-e014-4e9f-b781-f1a7d3063fac,c008e598-9104-4cca-b836-405512d0e4d8,2017-04-29 07:13:48,652,1101
Poland,o778ffc1-0adb-4454-981e-a506f9a6cd9d,c008e598-9104-4cca-b836-405512d0e4d8,2017-12-17 05:15:04,11925,1411
Poland,o4b23ff2-d693-4ff2-8e4b-1e5766123668,c008e598-9104-4cca-b836-405512d0e4d8,2017-01-05 18:27:01,11517,7
Poland,oa43d7de-fa0b-4267-94a1-9d2c454ec5c5,c008e598-9104-4cca-b836-405512d0e4d8,2020-03-24 05:02:13,14719,559
Poland,o32378ab-0a7f-41b8-9bbe-5dabb38bd9ac,c008e598-9104-4cca-b836-405512d0e4d8,2023-03-26 11:54:55,9905,833
Poland,o15b46ce-5288-4566-b213-bc3873d288e6,c008e598-9104-4cca-b836-405512d0e4d8,2016-08-12 17:21:51,7410,1653
Poland,o84fda8e-b351-4f91-ac13-e7df85fda9cc,c008e598-9104-4cca-b836-405512d0e4d8,2017-01-02 12:51:40,17797,538
Poland,ob00f77d-3dfa-4ce9-9f1b-10f74c89c1bc,c008e598-9104-4cca-b836-405512d0e4d8,2020-05-27 16:45:40,17321,1123
Poland,o4212b1a-18e3-4683-8bbf-9eca7d28c052,c008e598-9104-4cca-b836-405512d0e4d8,2017-03-24 03:34:22,15648,342
Poland,o4751197-566f-4677-8821-2d3cf71fff99,c008e598-9104-4cca-b836-405512d0e4d8,2018-07-30 18:40:11,17107,989
Poland,oe7683c5-6e85-4b14-bcf3-bb27094133c1,c008e598-9104-4cca-b836-405512d0e4d8,2021-03-07 09:13:47,13674,1034
Poland,o256df77-25df-45ec-958f-aa895c801967,c008e598-9104-4cca-b836-405512d0e4d8,2023-11-18 05:57:38,17718,415
Poland,o005aaf9-56ee-466f-a633-17341bfddfe9,c008e598-9104-4cca-b836-405512d0e4d8,2021-06-13 01:19:18,9002,1094
Poland,o5c03de7-9610-43ac-bc6c-7a3f29b346d4,c008e598-9104-4cca-b836-405512d0e4d8,2022-12-21 02:21:48,19691,1497
Poland,oac3124c-c234-437b-adde-664e3b37c8be,c008e598-9104-4cca-b836-405512d0e4d8,2020-01-02 02:44:56,12682,1253
Poland,o5794e5d-e8d2-43da-be83-2ca9a8f67a90,c008e598-9104-4cca-b836-405512d0e4d8,2016-06-05 06:56:23,18538,1945
Poland,o7c82a80-6de7-4df5-963b-a5a037b9285a,c008e598-9104-4cca-b836-405512d0e4d8,2016-03-01 07:52:11,350,1561
Poland,o4f9cdd3-3eaf-42dd-bbdf-9c13b5935057,c008e598-9104-4cca-b836-405512d0e4d8,2018-12-26 03:37:31,8912,1080
Poland,o2ff66b1-4b1f-490e-9571-ee1f90c7b4a5,c008e598-9104-4cca-b836-405512d0e4d8,2023-10-27 23:52:44,956,1628
Poland,o2a13159-90b8-4442-b739-f63b003b7686,c008e598-9104-4cca-b836-405512d0e4d8,2017-05-29 22:53:29,19388,172
Poland,oc44ba28-f339-4b3f-b1f1-c96595cfbe9a,c008e598-9104-4cca-b836-405512d0e4d8,2017-07-15 04:01:09,16701,1374
Poland,o2971836-eccf-431b-b6d9-15cde375c011,c008e598-9104-4cca-b836-405512d0e4d8,2020-09-13 20:30:12,3574,1483
Poland,ode1e43f-ffe4-472b-82a9-2260de16ed88,c008e598-9104-4cca-b836-405512d0e4d8,2020-06-14 02:45:46,17352,264
Poland,ofaacaf2-d7fb-4b44-98f9-8f40d56315de,c008e598-9104-4cca-b836-405512d0e4d8,2019-08-12 12:54:55,19756,1473
Poland,o28f2c88-2c47-4287-bfa0-b96ce6bb3c14,c008e598-9104-4cca-b836-405512d0e4d8,2016-10-30 11:56:57,14748,1925
Poland,odd99b0d-d922-407d-800b-253e73f3137c,c008e598-9104-4cca-b836-405512d0e4d8,2017-12-24 01:51:22,4390,1334
Poland,oce64ad8-f61a-4eef-97d3-bc2085a90d27,c5b84a3b-5f75-421f-82a0-adc42e823576,2016-03-10 04:11:54,977,609
Poland,oa761262-3a08-4d46-9acb-4af3e0d68fec,c5b84a3b-5f75-421f-82a0-adc42e823576,2021-11-09 05:54:39,13659,748
Poland,ob182b58-6110-4ece-b80e-d16f0bf3d0c5,c5b84a3b-5f75-421f-82a0-adc42e823576,2017-10-06 01:23:09,5368,239
Poland,o7078afa-c316-4db2-9467-4e39c81aebfb,c5b84a3b-5f75-421f-82a0-adc42e823576,2016-08-26 16:19:52,4766,1656
Poland,o8bcf735-5b48-4f32-b598-6a1cc343af29,c5b84a3b-5f75-421f-82a0-adc42e823576,2023-02-23 07:59:28,11004,1126
Poland,o8f92a0c-8f6f-4918-b782-e70eef8a38c1,c5b84a3b-5f75-421f-82a0-adc42e823576,2016-10-12 13:37:27,12645,464
Poland,o8f75c6e-1ba6-42ea-8e4e-3821fee015fe,c5b84a3b-5f75-421f-82a0-adc42e823576,2016-11-17 06:27:35,13784,1357
Poland,o14109d3-8ad6-4fc4-a380-64441cb3cfea,c5b84a3b-5f75-421f-82a0-adc42e823576,2019-08-06 14:19:14,9745,1822
Italy,oc9f2fb0-0224-45a1-9e3b-1991f38cb816,cba1a912-2e66-4f0a-8794-01723adb81c2,2022-03-17 04:50:38,2908,742
Italy,obbc73cd-430a-4c95-8eed-239b72c6f82d,cba1a912-2e66-4f0a-8794-01723adb81c2,2018-02-16 18:02:03,19156,766
Italy,ob8d132a-5e10-44b2-9a9a-63e5f97c9c37,cba1a912-2e66-4f0a-8794-01723adb81c2,2023-08-18 07:18:07,13891,557
Italy,od7084c9-684c-4106-b9ee-8c8c4c5c63d3,cba1a912-2e66-4f0a-8794-01723adb81c2,2018-06-14 21:32:01,5417,749
Italy,o99a7202-92a0-4179-b296-607a46588faf,cba1a912-2e66-4f0a-8794-01723adb81c2,2017-05-28 01:05:48,18945,537
Italy,o527402f-4ce2-482c-9d53-509624b83953,cba1a912-2e66-4f0a-8794-01723adb81c2,2022-01-02 22:20:35,8347,372
Italy,o90c71b8-61c3-40d2-9ed2-c0bd0c950f1f,cba1a912-2e66-4f0a-8794-01723adb81c2,2018-10-08 08:18:47,16328,1177
Italy,off5a701-abd3-47e0-b38e-d882be85fb9c,cba1a912-2e66-4f0a-8794-01723adb81c2,2022-03-24 17:30:59,16949,334
Italy,o3bd954a-fc3d-4131-b944-715a01c5e8d5,cba1a912-2e66-4f0a-8794-01723adb81c2,2016-07-26 20:56:07,15451,1486
Italy,o4230809-bbc5-46ef-9482-a9de18bec5d8,cba1a912-2e66-4f0a-8794-01723adb81c2,2019-03-10 20:43:15,12972,1018
Italy,o8a805be-7c69-4489-8cf3-2f0de4b7219c,cba1a912-2e66-4f0a-8794-01723adb81c2,2022-01-30 05:31:49,13058,250
Italy,o1a6351c-7ae0-44a2-91ad-d67c4408f8c5,cba1a912-2e66-4f0a-8794-01723adb81c2,2017-08-02 12:10:12,16859,532
Italy,o38ab5e3-0535-4d28-9f4b-c2ffe242bbd5,cba1a912-2e66-4f0a-8794-01723adb81c2,2018-03-03 05:46:55,9527,466
Italy,o6fc843a-1504-4869-9589-94f0dfe0b735,cba1a912-2e66-4f0a-8794-01723adb81c2,2016-10-02 00:09:56,12976,1234
Italy,o0d1a130-24a2-4b21-80de-7431bd9f9aa0,cba1a912-2e66-4f0a-8794-01723adb81c2,2017-07-12 21:27:00,14541,1996
Italy,o17b8504-dd01-4e5a-b70d-bc8654ea11b2,cba1a912-2e66-4f0a-8794-01723adb81c2,2016-08-28 10:05:44,990,1386
Italy,o12c39a0-ae30-4a24-8311-81180f650761,cba1a912-2e66-4f0a-8794-01723adb81c2,2017-11-03 02:57:18,18096,856
Italy,o31fdda6-ceb2-4226-bf95-91cd9a42a6e0,cba1a912-2e66-4f0a-8794-01723adb81c2,2020-02-17 09:38:27,1857,948
Italy,of1e39df-983c-436e-b1a1-f77c1f1fec04,cba1a912-2e66-4f0a-8794-01723adb81c2,2023-12-20 11:50:20,12787,102
Italy,of845525-9423-4e2e-9de9-7637489dc641,cba1a912-2e66-4f0a-8794-01723adb81c2,2017-11-03 23:31:01,8274,1965
Italy,o1861be5-24bd-4f43-8aa5-75b9be08f597,cba1a912-2e66-4f0a-8794-01723adb81c2,2021-03-27 06:31:21,13524,1844
Italy,o17ad669-71ec-4b04-a894-46d9f87d8187,cba1a912-2e66-4f0a-8794-01723adb81c2,2018-12-08 07:59:17,16189,1365
Italy,o3894a03-9deb-4039-bc3a-70f3b9151075,cba1a912-2e66-4f0a-8794-01723adb81c2,2019-06-09 20:54:33,3010,833
Italy,ob364a0b-82f6-4eeb-a565-b70e84630c40,cba1a912-2e66-4f0a-8794-01723adb81c2,2020-05-30 09:18:59,15702,1677
Italy,oded6788-53ed-45da-9b33-5d8f475e892c,cba1a912-2e66-4f0a-8794-01723adb81c2,2020-11-07 13:48:19,5083,112
Italy,o3ec26cd-a6e0-48c4-9a10-42980c7a850d,cba1a912-2e66-4f0a-8794-01723adb81c2,2023-03-05 13:15:45,7237,929
Italy,o219ed24-ffde-45bf-a7b3-3949cd1d01bb,cba1a912-2e66-4f0a-8794-01723adb81c2,2023-08-15 01:03:49,11603,1378
Italy,o696a9b8-b35a-4b3f-a2fe-88329180ae0b,cba1a912-2e66-4f0a-8794-01723adb81c2,2023-01-02 18:15:59,6428,1609
Italy,o38d2e65-fc5e-4673-a122-881220dbc450,cba1a912-2e66-4f0a-8794-01723adb81c2,2022-10-03 05:03:18,10975,659
Niger,ob00abff-01e2-46ac-a87d-55a874aace05,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-09-07 11:20:16,13213,1609
Niger,ocf3d1d2-5fcb-4bd2-896f-afd03b5d04f8,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-05-08 19:34:38,8237,430
Niger,oc7b7aaf-e168-4a6f-96bd-2e16f52c99cf,c395001a-ba91-4921-bfa2-82eed87fb6ee,2016-11-28 12:13:49,10016,1859
Niger,o33563d6-2612-4def-b05b-1f857e4e8a78,c395001a-ba91-4921-bfa2-82eed87fb6ee,2020-03-01 15:03:29,18968,1414
Niger,o927dfea-9d86-4817-a0ad-321ff26cd0b6,c395001a-ba91-4921-bfa2-82eed87fb6ee,2016-03-11 10:38:02,15957,994
Niger,ocb0a37d-ecf4-49d6-b96b-75ceb8a66d96,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-02-05 06:06:06,2667,57
Niger,o972cf0f-3330-40dc-8814-99a337feba0a,c395001a-ba91-4921-bfa2-82eed87fb6ee,2022-08-14 12:56:51,1651,1576
Niger,odd8b586-61c1-40fd-a528-4a4081ee6c69,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-07-02 13:27:41,19890,1595
Niger,o18143b0-c1a6-42bb-a7bd-5f0aa704e537,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-07-21 20:10:40,18979,856
Niger,of31e7de-55d8-42bb-b92a-641b66d57c6e,c395001a-ba91-4921-bfa2-82eed87fb6ee,2020-01-16 19:02:46,2317,510
Niger,o6c50e8a-b585-4115-a7db-7ea7296c7756,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-01-06 07:31:44,112,1131
Niger,o1ac5ab6-3efe-4569-be90-4e443878e056,c395001a-ba91-4921-bfa2-82eed87fb6ee,2023-07-25 07:20:11,16738,1342
Niger,od51a6f9-b7c8-4590-8040-badb46d76145,c395001a-ba91-4921-bfa2-82eed87fb6ee,2022-08-28 17:03:41,8863,1508
Niger,of3e8d22-5776-4cfa-a9f4-76a28ba028f8,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-04-11 14:03:02,2225,1409
Niger,o185abbb-f305-4c5a-85cc-c2079d60a720,c395001a-ba91-4921-bfa2-82eed87fb6ee,2021-03-25 20:24:17,15745,1913
Niger,o7e64428-e144-4540-b4c4-f26040c4512a,c395001a-ba91-4921-bfa2-82eed87fb6ee,2016-09-01 22:04:26,9457,579
Niger,o4287470-3a4e-4852-b68c-b20ce604d115,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-12-15 08:40:34,16305,505
Niger,o568674a-7222-4233-bcee-788c7416a2a6,c395001a-ba91-4921-bfa2-82eed87fb6ee,2021-07-21 21:52:14,9427,1989
Niger,oab8a4b7-4141-44b1-b867-cb825dcfcfde,c395001a-ba91-4921-bfa2-82eed87fb6ee,2023-09-18 16:01:36,14841,1850
Niger,o7d48475-6ec1-423e-b8c9-f33331604e33,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-08-16 13:40:19,5266,1949
Niger,o102f76a-18db-4dba-a7a6-1f877f447515,c395001a-ba91-4921-bfa2-82eed87fb6ee,2017-08-12 17:38:14,16134,1201
Niger,ob4a67e4-fd2b-4192-9ab9-673d122ce391,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-07-31 12:09:58,14731,230
Niger,o7caafe6-0d10-47b7-85f8-21db8e648a93,c395001a-ba91-4921-bfa2-82eed87fb6ee,2021-11-26 22:46:03,8951,1650
Niger,oabc1f41-4839-4539-9148-bed9618fb7ed,c395001a-ba91-4921-bfa2-82eed87fb6ee,2021-02-19 23:09:42,3328,579
Niger,odf339cf-b296-48a4-a4ed-ea203ce7546e,c395001a-ba91-4921-bfa2-82eed87fb6ee,2020-04-19 09:41:50,19872,1800
Niger,oe0189f5-8b54-45e6-8025-931b830d1e12,c395001a-ba91-4921-bfa2-82eed87fb6ee,2020-10-26 01:46:53,17777,1778
Niger,obbc30d6-0a6b-4272-93e6-ca79b8b5f7c7,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-01-05 09:06:19,2189,1817
Niger,o0b7fd20-c05c-4086-a5b2-7cc735969c2e,c395001a-ba91-4921-bfa2-82eed87fb6ee,2022-12-30 10:44:39,4884,820
Niger,o16bd4fc-64fd-4d91-a3ac-41972bbbde80,c395001a-ba91-4921-bfa2-82eed87fb6ee,2020-08-19 02:11:59,12824,1655
Niger,o7f3550c-7fd3-4d7e-923c-38cd33517f32,c395001a-ba91-4921-bfa2-82eed87fb6ee,2017-05-19 13:57:51,14440,244
Niger,od08ac57-b0b5-41c3-9430-cadea1196abd,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-12-22 03:35:18,13133,1966
Niger,o1fc39ab-8255-4e04-be74-74998b628f46,c395001a-ba91-4921-bfa2-82eed87fb6ee,2016-08-25 05:17:18,3510,1515
Niger,o15baa60-1900-4acb-a982-8164815dccc7,c395001a-ba91-4921-bfa2-82eed87fb6ee,2023-11-01 17:31:04,4589,1970
Niger,oe28e567-5d92-40ee-8a99-06efdfacaad4,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-05-05 06:22:28,1671,10
Niger,o36e1921-845b-4bd9-a51a-3ba4475552ed,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-09-24 12:09:57,15938,28
Niger,o165dbbf-75fc-4c40-bc35-0ae13939c45b,c395001a-ba91-4921-bfa2-82eed87fb6ee,2023-01-27 07:47:21,17759,1156
Niger,o45a543f-26d4-4e0c-a5db-dbbc6d0d2160,c395001a-ba91-4921-bfa2-82eed87fb6ee,2017-12-16 14:01:08,5237,1916
Niger,o3d2210f-47e4-49cc-86aa-f49b0963499a,c395001a-ba91-4921-bfa2-82eed87fb6ee,2018-02-03 02:15:38,15467,1309
Niger,o6a3e8b0-5df0-4e45-a111-8183412ddf79,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-08-31 23:10:08,7231,553
Niger,o993c197-ee67-450a-9235-4b741ba31af2,c395001a-ba91-4921-bfa2-82eed87fb6ee,2019-07-17 03:01:01,8759,1939
Niger,o0ed702c-7714-4c50-834c-e7accb8e4e8f,c395001a-ba91-4921-bfa2-82eed87fb6ee,2023-06-11 13:38:01,12166,1887
Chad,o32914eb-a1f6-4666-9146-b8704f1cfcfc,c44d62f4-66ad-4172-8e89-6657445c4859,2020-12-13 00:33:46,15623,287
